Agency,Agency Type,Distribution Channel,Product Name,Claim,Duration,Destination,Net Sales,Commision (in value),Age
7,1,1,10,0,24,129,24.0,0.0,30
7,1,1,10,0,144,102,11.0,0.0,36
7,1,1,10,0,93,90,11.0,0.0,36
7,1,1,10,0,249,140,80.0,0.0,28
7,1,1,10,0,26,63,26.0,0.0,28
7,1,1,10,0,20,118,10.0,0.0,20
7,1,1,10,0,101,26,65.0,0.0,23
7,1,1,10,0,12,61,10.0,0.0,36
7,1,1,10,0,17,102,10.0,0.0,20
7,1,1,10,0,34,90,17.0,0.0,36
7,1,1,10,0,10,129,17.0,0.0,35
7,1,1,10,0,18,26,29.0,0.0,36
7,1,1,10,0,6,140,10.0,0.0,43
7,1,1,10,0,25,26,29.0,0.0,36
7,1,1,10,0,137,129,21.0,0.0,36
7,1,1,10,0,50,139,42.0,0.0,36
7,1,1,10,0,80,68,25.0,0.0,36
7,1,1,10,0,27,129,10.0,0.0,30
7,1,1,10,0,45,102,16.0,0.0,36
7,1,1,10,0,15,4,11.0,0.0,36
7,1,1,10,0,79,118,71.0,0.0,36
7,1,1,10,0,20,102,14.0,0.0,36
7,1,1,10,0,14,53,38.0,0.0,36
7,1,1,10,0,13,68,13.0,0.0,36
7,1,1,10,0,6,77,0.0,0.0,36
7,1,1,10,0,17,4,28.0,0.0,36
7,1,1,10,0,82,142,43.0,0.0,36
7,1,1,10,0,82,68,46.0,0.0,36
7,1,1,10,0,20,118,0.0,0.0,36
7,1,1,10,0,22,57,12.0,0.0,53
7,1,1,10,0,24,140,80.0,0.0,48
7,1,1,10,0,248,118,52.0,0.0,36
7,1,1,10,0,29,129,10.0,0.0,36
7,1,1,10,0,15,118,29.0,0.0,36
7,1,1,10,0,12,26,29.0,0.0,36
7,1,1,10,0,11,56,10.0,0.0,36
7,1,1,10,0,47,139,61.0,0.0,36
7,1,1,10,0,40,26,34.0,0.0,36
7,1,1,10,0,178,60,80.0,0.0,36
7,1,1,10,0,11,79,21.0,0.0,36
7,1,1,10,0,7,118,10.0,0.0,36
7,1,1,10,0,246,129,42.0,0.0,54
7,1,1,10,0,105,118,10.0,0.0,36
7,1,1,10,0,14,4,10.0,0.0,36
7,1,1,10,0,16,56,12.0,0.0,36
7,1,1,10,0,35,102,10.0,0.0,49
7,1,1,10,0,26,102,11.0,0.0,36
7,1,1,10,0,5,145,14.0,0.0,29
7,1,1,10,0,68,118,13.0,0.0,36
7,1,1,10,0,114,129,29.0,0.0,36
7,1,1,10,0,16,139,80.0,0.0,36
7,1,1,10,0,12,63,33.0,0.0,36
7,1,1,10,0,15,129,10.0,0.0,37
7,1,1,10,0,8,118,10.0,0.0,36
7,1,1,10,0,56,140,15.0,0.0,52
7,1,1,10,0,140,57,10.0,0.0,36
7,1,1,10,0,32,79,12.0,0.0,36
7,1,1,10,0,36,26,20.0,0.0,36
7,1,1,10,0,26,139,62.0,0.0,36
7,1,1,10,0,26,139,68.0,0.0,36
7,1,1,10,0,8,79,10.0,0.0,35
7,1,1,10,0,2,118,10.0,0.0,36
7,1,1,10,0,44,57,10.0,0.0,39
7,1,1,10,0,36,53,14.0,0.0,36
7,1,1,10,0,3,88,24.0,0.0,36
7,1,1,10,0,9,129,12.0,0.0,36
7,1,1,0,0,9,118,26.0,0.0,36
7,1,1,0,0,4,102,20.0,0.0,44
7,1,1,0,0,1,79,20.0,0.0,59
7,1,1,0,0,140,89,20.0,0.0,36
7,1,1,0,0,6,118,42.0,0.0,36
7,1,1,0,0,10,118,20.0,0.0,36
7,1,1,0,0,104,118,20.0,0.0,56
7,1,1,0,0,3,56,20.0,0.0,36
7,1,1,0,0,6,118,20.0,0.0,36
7,1,1,0,0,16,129,30.0,0.0,36
7,1,1,0,0,22,57,20.0,0.0,36
7,1,1,0,0,3,68,65.0,0.0,38
7,1,1,0,0,53,118,32.0,0.0,36
7,1,1,0,0,31,118,20.0,0.0,36
7,1,1,0,0,25,118,20.0,0.0,36
8,0,1,25,0,14,56,39.0,15.6,118
10,1,1,25,0,22,57,33.0,12.54,48
10,1,1,25,0,38,91,158.0,60.04,48
10,1,1,15,0,17,91,86.0,32.68,48
12,0,1,25,0,35,19,15.0,6.0,44
12,0,1,25,0,3,19,15.0,6.0,38
12,0,1,25,0,15,19,31.0,12.4,37
13,0,1,22,0,57,118,20.64,5.79,48
13,0,1,22,0,227,118,59.25,16.61,48
13,0,1,22,0,14,118,7.21,2.02,48
9,0,1,8,0,3,19,18.0,6.3,48
9,0,1,8,0,16,26,26.0,9.1,58
9,0,1,8,0,63,68,35.0,12.25,29
9,0,1,8,0,8,57,22.0,7.7,42
9,0,1,8,0,22,53,35.0,12.25,57
9,0,1,8,0,9,126,26.0,9.1,33
9,0,1,8,0,2,129,18.0,6.3,28
9,0,1,8,0,40,4,40.0,14.0,36
9,0,1,8,0,24,57,33.0,11.55,41
9,0,1,8,0,9,88,22.0,7.7,51
9,0,1,8,0,18,53,26.0,9.1,25
9,0,1,8,0,15,79,18.0,6.3,52
9,0,1,8,0,17,79,22.0,7.7,43
9,0,1,8,0,2,56,22.0,7.7,53
9,0,1,8,0,135,129,22.0,7.7,38
9,0,1,8,0,48,26,40.0,14.0,58
9,0,1,8,0,77,68,35.0,12.25,50
9,0,1,8,0,7,57,22.0,7.7,53
9,0,1,8,0,40,129,22.0,7.7,42
9,0,1,8,0,17,129,18.0,6.3,43
9,0,1,25,0,16,56,69.0,24.15,48
9,0,1,25,0,46,5,87.0,30.45,47
9,0,1,25,0,65,63,58.0,20.3,42
2,0,1,9,0,7,118,27.0,6.75,13
2,0,1,9,0,8,118,17.55,4.39,39
2,0,1,17,0,6,118,24.05,6.01,48
2,0,1,4,0,366,118,252.85,63.21,39
2,0,1,4,0,371,118,252.85,63.21,31
2,0,1,4,0,365,118,201.0,50.25,38
2,0,1,3,0,365,118,599.0,149.75,29
6,1,1,16,0,12,122,9.9,5.94,26
6,1,1,16,0,11,129,0.0,65.34,48
6,1,1,16,0,24,4,89.1,53.46,58
6,1,1,16,0,51,79,19.8,11.88,48
6,1,1,16,0,11,32,69.3,41.58,42
6,1,1,16,0,101,139,198.0,118.8,37
6,1,1,16,0,6,79,39.6,23.76,63
6,1,1,16,0,16,140,9.9,5.94,41
6,1,1,16,0,42,55,0.0,35.64,38
6,1,1,16,0,61,4,59.4,35.64,37
6,1,1,16,0,4,4,9.9,5.94,31
6,1,1,16,0,7,79,29.7,17.82,31
6,1,1,16,0,3,129,9.9,5.94,52
6,1,1,16,0,8,91,59.4,35.64,36
7,1,1,1,0,66,102,20.0,0.0,36
7,1,1,1,0,11,129,20.0,0.0,37
7,1,1,1,0,31,26,34.0,0.0,36
7,1,1,1,0,123,53,82.0,0.0,36
7,1,1,1,0,12,140,99.0,0.0,27
7,1,1,1,0,14,56,95.0,0.0,36
7,1,1,1,0,37,145,20.0,0.0,36
7,1,1,1,0,34,118,20.0,0.0,36
7,1,1,1,0,102,102,32.0,0.0,36
7,1,1,1,0,44,4,57.0,0.0,36
7,1,1,1,0,70,26,35.0,0.0,36
7,1,1,1,0,183,140,105.0,0.0,20
7,1,1,1,0,50,57,20.0,0.0,34
7,1,1,1,0,6,129,21.0,0.0,36
7,1,1,1,0,6,129,21.0,0.0,36
7,1,1,1,0,53,102,20.0,0.0,36
7,1,1,1,0,23,145,20.0,0.0,36
7,1,1,1,0,87,63,44.0,0.0,36
7,1,1,1,0,23,145,20.0,0.0,36
7,1,1,1,0,124,68,25.0,0.0,36
7,1,1,1,0,12,129,20.0,0.0,37
7,1,1,1,0,28,139,78.0,0.0,36
7,1,1,1,0,117,68,47.0,0.0,36
7,1,1,1,0,9,61,105.0,0.0,36
7,1,1,1,0,40,118,33.0,0.0,36
7,1,1,1,0,21,26,57.0,0.0,36
7,1,1,1,0,105,53,58.0,0.0,36
7,1,1,1,0,9,63,112.0,0.0,36
7,1,1,1,0,13,140,87.0,0.0,40
7,1,1,1,0,8,129,70.0,0.0,36
7,1,1,1,0,31,26,0.0,0.0,36
7,1,1,1,0,105,63,47.0,0.0,36
7,1,1,1,0,52,68,29.0,0.0,29
7,1,1,1,0,63,26,35.0,0.0,36
7,1,1,1,0,10,145,43.0,0.0,36
7,1,1,1,0,31,26,34.0,0.0,36
7,1,1,1,0,10,129,32.0,0.0,36
7,1,1,1,0,38,129,20.0,0.0,36
7,1,1,1,0,27,145,26.0,0.0,36
7,1,1,10,0,6,118,12.0,0.0,37
7,1,1,10,0,36,44,67.0,0.0,36
7,1,1,10,0,12,129,10.0,0.0,46
7,1,1,10,0,7,57,18.0,0.0,36
7,1,1,10,0,3,118,10.0,0.0,36
7,1,1,10,0,108,53,15.0,0.0,36
7,1,1,10,0,5,53,29.0,0.0,36
7,1,1,10,0,59,56,10.0,0.0,36
7,1,1,10,0,23,68,71.0,0.0,36
7,1,1,10,0,79,63,56.0,0.0,36
7,1,1,10,0,11,145,10.0,0.0,36
7,1,1,10,0,37,79,12.0,0.0,36
7,1,1,10,0,30,129,10.0,0.0,28
7,1,1,10,0,93,122,76.0,0.0,36
7,1,1,10,0,30,129,10.0,0.0,32
7,1,1,10,0,10,129,10.0,0.0,21
7,1,1,10,0,14,129,10.0,0.0,36
7,1,1,10,0,5,118,10.0,0.0,36
7,1,1,10,0,13,63,34.0,0.0,36
7,1,1,10,0,27,123,26.0,0.0,36
7,1,1,10,0,17,123,16.0,0.0,36
7,1,1,10,0,19,118,10.0,0.0,36
7,1,1,10,0,41,57,11.0,0.0,56
7,1,1,10,0,72,102,11.0,0.0,36
7,1,1,10,0,22,140,58.0,0.0,39
7,1,1,10,0,13,118,10.0,0.0,22
7,1,1,10,0,11,53,25.0,0.0,36
7,1,1,10,0,32,93,80.0,0.0,36
7,1,1,10,0,11,79,14.0,0.0,36
7,1,1,10,0,27,145,10.0,0.0,64
7,1,1,10,0,4,118,10.0,0.0,36
7,1,1,10,0,30,140,58.0,0.0,39
7,1,1,10,0,2,26,39.0,0.0,36
7,1,1,10,0,9,57,10.0,0.0,21
7,1,1,10,0,9,129,14.0,0.0,29
7,1,1,10,0,86,68,26.0,0.0,36
7,1,1,10,0,35,53,14.0,0.0,36
7,1,1,10,0,115,102,12.0,0.0,36
7,1,1,10,0,3,118,29.0,0.0,36
7,1,1,10,0,10,79,10.0,0.0,36
7,1,1,10,0,30,129,20.0,0.0,36
7,1,1,10,0,16,53,25.0,0.0,36
7,1,1,10,0,16,57,11.0,0.0,30
7,1,1,10,0,26,21,10.0,0.0,36
7,1,1,10,0,18,21,26.0,0.0,36
7,1,1,10,0,88,79,16.0,0.0,36
7,1,1,10,0,6,68,26.0,0.0,36
7,1,1,10,0,53,140,70.0,0.0,50
7,1,1,10,0,30,63,80.0,0.0,36
7,1,1,10,0,128,139,42.0,0.0,36
7,1,1,0,0,22,118,21.0,0.0,36
7,1,1,0,0,21,4,51.0,0.0,36
7,1,1,0,0,3,93,28.0,0.0,36
7,1,1,0,0,3,79,20.0,0.0,36
7,1,1,0,0,4,26,20.0,0.0,36
8,0,1,25,0,4,56,78.0,31.2,118
8,0,1,25,0,9,56,31.0,12.4,118
8,0,1,25,0,5,56,31.0,12.4,118
8,0,1,25,0,5,56,31.0,12.4,118
8,0,1,25,0,43,56,31.0,12.4,118
12,0,1,25,0,13,19,15.0,6.0,50
12,0,1,25,0,13,19,15.0,6.0,40
13,0,1,22,0,22,118,14.35,4.02,48
13,0,1,22,0,84,118,1.77,0.49,48
13,0,1,22,0,76,118,1.77,0.49,48
13,0,1,22,0,19,118,0.84,0.24,48
9,0,1,8,0,17,129,22.0,7.7,37
9,0,1,8,0,10,126,26.0,9.1,40
9,0,1,8,0,22,53,26.0,9.1,36
9,0,1,8,0,30,126,35.0,12.25,37
9,0,1,8,0,22,53,40.0,14.0,50
9,0,1,8,0,35,123,26.0,9.1,61
9,0,1,8,0,19,53,26.0,9.1,67
9,0,1,8,0,6,57,22.0,7.7,64
9,0,1,8,0,12,26,22.0,7.7,40
9,0,1,8,0,6,57,0.0,7.7,64
9,0,1,8,0,1,53,22.0,7.7,45
9,0,1,8,0,108,4,26.0,9.1,30
9,0,1,8,0,4,102,18.0,6.3,36
9,0,1,8,0,4,79,18.0,6.3,41
9,0,1,8,0,4,79,18.0,6.3,41
9,0,1,8,0,15,53,26.0,9.1,45
9,0,1,8,0,14,129,18.0,6.3,48
9,0,1,8,0,51,4,40.0,14.0,27
9,0,1,8,0,48,88,22.0,7.7,23
9,0,1,8,0,99,68,44.0,15.4,46
9,0,1,8,0,23,79,22.0,7.7,53
9,0,1,25,0,17,23,96.0,33.6,31
9,0,1,25,0,64,126,45.0,15.75,43
9,0,1,25,0,32,63,69.0,24.15,48
9,0,1,25,0,8,68,58.0,20.3,31
4,1,0,12,0,6,129,29.0,9.57,118
4,1,0,12,0,43,79,29.0,9.57,87
5,1,0,12,0,43,79,29.0,9.57,8
1,0,1,2,0,14,118,169.0,59.15,48
2,0,1,17,0,169,118,88.9,22.23,16
6,1,1,16,0,22,79,29.7,17.82,34
6,1,1,16,0,6,138,49.5,29.7,31
6,1,1,16,0,162,119,89.1,53.46,44
6,1,1,16,0,66,4,39.6,23.76,28
6,1,1,16,0,54,129,49.5,29.7,31
6,1,1,16,0,70,4,39.6,23.76,28
6,1,1,16,0,73,139,39.6,23.76,53
6,1,1,16,0,113,140,59.4,35.64,61
6,1,1,16,0,71,129,39.6,23.76,60
6,1,1,16,0,25,79,59.4,35.64,41
6,1,1,16,0,34,31,19.8,11.88,51
6,1,1,16,0,6,79,29.7,17.82,36
6,1,1,16,0,45,4,9.9,5.94,32
6,1,1,16,0,11,61,49.5,29.7,45
6,1,1,16,0,6,79,29.7,17.82,26
6,1,1,16,0,13,23,99.0,59.4,62
7,1,1,1,0,6,26,61.0,0.0,36
7,1,1,1,0,92,79,20.0,0.0,36
7,1,1,1,0,42,102,20.0,0.0,36
7,1,1,1,0,25,53,20.0,0.0,26
7,1,1,1,0,24,26,32.0,0.0,36
7,1,1,1,0,92,90,93.0,0.0,36
7,1,1,1,0,46,102,20.0,0.0,36
7,1,1,1,0,57,129,20.0,0.0,36
7,1,1,1,0,5,79,20.0,0.0,36
7,1,1,1,0,23,118,20.0,0.0,25
7,1,1,1,0,9,53,24.0,0.0,36
7,1,1,1,0,27,56,20.0,0.0,33
7,1,1,1,0,85,53,21.0,0.0,36
7,1,1,1,0,78,102,20.0,0.0,38
7,1,1,1,0,4,26,53.0,0.0,36
7,1,1,1,0,20,57,21.0,0.0,36
7,1,1,1,0,106,102,20.0,0.0,39
7,1,1,1,0,18,96,79.0,0.0,28
7,1,1,1,0,15,129,20.0,0.0,36
7,1,1,1,0,25,26,51.0,0.0,36
7,1,1,1,0,51,56,23.0,0.0,36
7,1,1,1,0,57,56,23.0,0.0,36
7,1,1,1,0,27,140,71.0,0.0,50
7,1,1,1,0,20,129,20.0,0.0,55
7,1,1,1,0,5,126,68.0,0.0,36
7,1,1,1,0,5,79,29.0,0.0,48
7,1,1,1,0,25,138,100.0,0.0,36
7,1,1,1,0,90,138,31.0,0.0,33
7,1,1,1,0,11,129,58.0,0.0,36
7,1,1,1,0,8,102,65.0,0.0,36
7,1,1,1,0,27,57,20.0,0.0,21
7,1,1,10,0,149,56,15.0,0.0,36
7,1,1,10,0,72,118,45.0,0.0,36
7,1,1,10,0,93,118,10.0,0.0,36
7,1,1,10,0,4,57,10.0,0.0,27
7,1,1,10,0,1,57,10.0,0.0,54
7,1,1,10,0,18,145,14.0,0.0,36
7,1,1,10,0,30,93,0.0,0.0,36
7,1,1,10,0,27,53,39.0,0.0,36
7,1,1,10,0,91,102,11.0,0.0,36
7,1,1,10,0,206,68,48.0,0.0,36
7,1,1,10,0,10,118,10.0,0.0,34
7,1,1,10,0,71,88,18.0,0.0,36
7,1,1,10,0,62,57,10.0,0.0,33
7,1,1,10,0,47,129,10.0,0.0,24
7,1,1,10,0,15,53,25.0,0.0,36
7,1,1,10,0,25,118,10.0,0.0,33
7,1,1,10,0,25,102,23.0,0.0,36
7,1,1,10,0,8,21,38.0,0.0,36
7,1,1,10,0,183,68,0.0,0.0,36
7,1,1,10,0,43,140,55.0,0.0,28
7,1,1,10,0,8,129,20.0,0.0,25
7,1,1,10,0,14,4,45.0,0.0,36
7,1,1,10,0,1,69,35.0,0.0,36
7,1,1,10,0,1,69,35.0,0.0,36
7,1,1,10,0,1,69,35.0,0.0,36
7,1,1,10,0,72,23,16.0,0.0,67
7,1,1,10,0,44,26,23.0,0.0,36
7,1,1,10,0,5,118,10.0,0.0,36
7,1,1,10,0,15,79,10.0,0.0,34
7,1,1,10,0,24,139,11.0,0.0,36
7,1,1,10,0,16,56,39.0,0.0,36
7,1,1,10,0,69,57,10.0,0.0,46
7,1,1,10,0,146,102,26.0,0.0,36
7,1,1,10,0,7,56,10.0,0.0,36
7,1,1,10,0,21,118,0.0,0.0,36
7,1,1,10,0,32,63,37.0,0.0,50
7,1,1,10,0,87,129,19.0,0.0,29
7,1,1,10,0,87,118,13.0,0.0,36
7,1,1,10,0,11,79,10.0,0.0,36
7,1,1,10,0,34,57,10.0,0.0,45
7,1,1,10,0,100,118,21.0,0.0,36
7,1,1,10,0,125,140,58.0,0.0,43
7,1,1,10,0,31,53,17.0,0.0,36
7,1,1,10,0,129,140,63.0,0.0,29
7,1,1,10,0,22,129,21.0,0.0,36
8,0,1,25,0,9,56,39.0,15.6,118
8,0,1,25,0,28,56,39.0,15.6,118
8,0,1,25,0,25,56,31.0,12.4,118
10,1,1,15,0,84,18,147.0,55.86,61
13,0,1,22,0,21,118,21.35,5.98,48
13,0,1,22,0,76,118,2.55,0.71,48
13,0,1,22,0,1,118,5.23,1.47,48
13,0,1,22,0,21,118,8.63,2.42,48
9,0,1,8,0,29,88,18.0,6.3,33
9,0,1,8,0,127,102,47.0,16.45,42
9,0,1,8,0,15,102,30.0,10.5,27
9,0,1,8,0,27,145,18.0,6.3,27
9,0,1,8,0,1,57,18.0,6.3,37
9,0,1,8,0,25,26,22.0,7.7,32
9,0,1,8,0,52,4,26.0,9.1,48
9,0,1,8,0,37,26,26.0,9.1,35
9,0,1,8,0,151,102,37.0,12.95,47
9,0,1,8,0,1,26,22.0,7.7,59
9,0,1,8,0,3,53,22.0,7.7,62
9,0,1,25,0,84,140,96.0,33.6,44
9,0,1,25,0,16,140,121.0,42.35,38
1,0,1,2,0,50,102,21.92,7.67,48
1,0,1,2,0,13,138,33.79,11.83,48
2,0,1,9,0,97,118,69.55,17.39,36
2,0,1,9,0,10,118,47.0,11.75,51
2,0,1,9,0,9,118,30.55,7.64,31
2,0,1,17,0,24,118,22.2,5.55,20
2,0,1,17,0,29,118,22.2,5.55,47
2,0,1,4,0,365,118,301.0,75.25,57
2,0,1,4,0,369,118,252.85,63.21,31
2,0,1,4,0,387,118,252.85,63.21,37
2,0,1,4,0,368,118,252.85,63.21,34
6,1,1,16,0,69,139,0.0,53.46,52
6,1,1,16,0,25,4,49.5,29.7,31
6,1,1,16,0,21,79,19.8,11.88,30
6,1,1,16,0,12,4,49.5,29.7,52
6,1,1,16,0,9,129,29.7,17.82,31
6,1,1,16,0,206,140,29.7,17.82,39
6,1,1,16,0,27,4,59.4,35.64,31
6,1,1,16,0,12,4,108.9,65.34,36
6,1,1,16,0,14,129,19.8,11.88,28
6,1,1,16,0,28,93,39.6,23.76,31
6,1,1,16,0,41,91,39.6,23.76,27
6,1,1,16,0,5,125,49.5,29.7,31
6,1,1,16,0,87,4,49.5,29.7,57
6,1,1,16,0,70,4,0.0,29.7,36
6,1,1,16,0,5,125,29.7,17.82,45
6,1,1,16,0,72,68,39.6,23.76,35
6,1,1,16,0,130,4,49.5,29.7,38
6,1,1,16,0,94,125,99.0,59.4,37
6,1,1,16,0,16,129,39.6,23.76,31
6,1,1,16,0,5,63,19.8,11.88,31
6,1,1,16,0,10,121,0.0,29.7,31
7,1,1,1,0,15,53,0.0,0.0,36
7,1,1,1,0,62,26,26.0,0.0,36
7,1,1,1,0,6,88,54.0,0.0,36
7,1,1,1,0,15,53,21.0,0.0,36
7,1,1,1,0,43,129,29.0,0.0,36
7,1,1,1,0,42,63,94.0,0.0,36
7,1,1,1,0,24,122,112.0,0.0,36
7,1,1,1,0,54,57,31.0,0.0,36
7,1,1,1,0,10,26,40.0,0.0,36
7,1,1,1,0,71,129,23.0,0.0,36
7,1,1,1,0,83,88,20.0,0.0,36
7,1,1,1,0,85,79,20.0,0.0,37
7,1,1,1,0,7,26,34.0,0.0,36
7,1,1,1,0,71,102,26.0,0.0,36
7,1,1,1,0,20,126,34.0,0.0,36
7,1,1,1,0,8,63,109.0,0.0,36
7,1,1,1,0,51,63,28.0,0.0,36
7,1,1,1,0,6,57,20.0,0.0,41
7,1,1,1,0,42,102,20.0,0.0,36
7,1,1,1,0,7,53,24.0,0.0,36
7,1,1,1,0,126,139,112.0,0.0,36
7,1,1,1,0,309,63,101.0,0.0,36
7,1,1,1,0,66,57,20.0,0.0,50
7,1,1,1,0,30,56,22.0,0.0,36
7,1,1,1,0,40,139,78.0,0.0,36
7,1,1,1,0,148,79,20.0,0.0,45
7,1,1,1,0,28,4,53.0,0.0,36
7,1,1,1,0,42,129,28.0,0.0,36
7,1,1,1,0,36,129,0.0,0.0,36
7,1,1,1,0,31,126,39.0,0.0,36
7,1,1,1,0,42,129,33.0,0.0,36
7,1,1,1,0,11,129,32.0,0.0,36
7,1,1,1,0,61,63,56.0,0.0,36
7,1,1,1,0,68,68,35.0,0.0,36
7,1,1,1,0,57,53,21.0,0.0,36
7,1,1,1,0,46,4,51.0,0.0,36
7,1,1,1,0,26,129,20.0,0.0,23
7,1,1,1,0,84,102,28.0,0.0,36
7,1,1,1,0,13,53,21.0,0.0,36
7,1,1,1,0,8,129,20.0,0.0,36
7,1,1,1,0,30,129,47.0,0.0,50
7,1,1,1,0,26,57,20.0,0.0,36
7,1,1,1,0,186,26,43.0,0.0,36
7,1,1,1,0,55,63,55.0,0.0,36
7,1,1,1,0,12,118,26.0,0.0,36
7,1,1,1,0,36,26,24.0,0.0,36
7,1,1,1,0,27,48,54.0,0.0,32
7,1,1,1,0,24,26,23.0,0.0,36
7,1,1,1,0,13,123,35.0,0.0,36
7,1,1,10,0,14,79,13.0,0.0,36
7,1,1,10,0,246,110,80.0,0.0,36
7,1,1,10,0,1,56,17.0,0.0,36
7,1,1,10,0,56,118,23.0,0.0,36
7,1,1,10,0,16,129,10.0,0.0,31
7,1,1,10,0,18,79,40.0,0.0,22
7,1,1,10,0,38,68,80.0,0.0,36
7,1,1,10,0,7,79,10.0,0.0,28
7,1,1,10,0,28,26,19.0,0.0,36
7,1,1,10,0,1,79,10.0,0.0,36
7,1,1,10,0,11,129,10.0,0.0,75
7,1,1,10,0,24,26,38.0,0.0,36
7,1,1,10,0,28,129,10.0,0.0,36
7,1,1,10,0,14,139,10.0,0.0,36
7,1,1,10,0,1,88,10.0,0.0,36
7,1,1,10,0,56,20,80.0,0.0,36
7,1,1,10,0,119,79,10.0,0.0,36
7,1,1,10,0,9,26,76.0,0.0,36
7,1,1,10,0,56,79,10.0,0.0,30
7,1,1,10,0,19,145,13.0,0.0,36
7,1,1,10,0,90,129,36.0,0.0,28
7,1,1,10,0,12,26,19.0,0.0,36
7,1,1,10,0,51,145,14.0,0.0,36
7,1,1,10,0,11,129,10.0,0.0,36
7,1,1,10,0,15,56,20.0,0.0,36
7,1,1,10,0,43,63,45.0,0.0,36
7,1,1,10,0,85,57,13.0,0.0,36
7,1,1,10,0,16,118,10.0,0.0,27
7,1,1,10,0,52,102,15.0,0.0,36
7,1,1,10,0,10,23,33.0,0.0,22
7,1,1,10,0,19,118,10.0,0.0,31
7,1,1,10,0,15,26,22.0,0.0,36
7,1,1,10,0,3,118,10.0,0.0,36
7,1,1,10,0,126,122,70.0,0.0,36
7,1,1,10,0,21,79,10.0,0.0,43
7,1,1,10,0,35,79,10.0,0.0,27
7,1,1,10,0,25,41,32.0,0.0,36
7,1,1,10,0,246,26,26.0,0.0,36
7,1,1,10,0,20,129,15.0,0.0,36
7,1,1,10,0,68,79,15.0,0.0,36
7,1,1,10,0,70,129,20.0,0.0,44
7,1,1,10,0,71,125,14.0,0.0,36
7,1,1,10,0,11,118,27.0,0.0,36
7,1,1,10,0,12,129,10.0,0.0,29
7,1,1,10,0,5,145,42.0,0.0,36
7,1,1,10,0,86,139,48.0,0.0,36
7,1,1,10,0,3,102,14.0,0.0,36
7,1,1,10,0,52,25,80.0,0.0,47
7,1,1,10,0,4,102,13.0,0.0,36
7,1,1,10,0,8,79,10.0,0.0,32
7,1,1,10,0,12,118,19.0,0.0,36
7,1,1,10,0,9,118,75.0,0.0,36
7,1,1,10,0,21,26,27.0,0.0,36
7,1,1,10,0,2,26,49.0,0.0,36
7,1,1,10,0,119,79,10.0,0.0,36
7,1,1,10,0,15,26,52.0,0.0,36
7,1,1,10,0,9,8,24.0,0.0,36
7,1,1,10,0,8,118,11.0,0.0,36
7,1,1,10,0,18,79,13.0,0.0,36
7,1,1,10,0,6,57,10.0,0.0,36
7,1,1,10,0,12,4,38.0,0.0,36
7,1,1,10,0,11,56,14.0,0.0,36
7,1,1,10,0,15,63,36.0,0.0,36
7,1,1,10,0,3,118,10.0,0.0,36
7,1,1,0,0,15,56,74.0,0.0,36
7,1,1,0,0,124,118,45.0,0.0,28
7,1,1,0,0,16,68,21.0,0.0,21
7,1,1,0,0,26,57,20.0,0.0,29
7,1,1,0,0,55,129,20.0,0.0,36
7,1,1,0,0,5,129,20.0,0.0,36
8,0,1,25,0,39,56,31.0,12.4,118
10,1,1,25,0,26,44,75.0,28.5,48
10,1,1,15,0,111,57,118.0,44.84,48
13,0,1,22,0,5,118,1.48,0.41,48
13,0,1,22,0,13,118,12.66,3.55,48
13,0,1,22,0,20,118,21.35,5.98,48
9,0,1,8,0,2,57,18.0,6.3,52
9,0,1,8,0,30,53,26.0,9.1,67
9,0,1,8,0,29,102,22.0,7.7,32
9,0,1,8,0,31,88,52.0,18.2,36
9,0,1,8,0,34,26,50.0,17.5,36
9,0,1,8,0,57,102,30.0,10.5,49
9,0,1,8,0,64,53,26.0,9.1,41
9,0,1,8,0,35,63,35.0,12.25,40
9,0,1,8,0,53,90,55.0,19.25,64
9,0,1,25,0,13,56,45.0,15.75,48
2,0,1,9,0,3,118,18.9,4.72,58
2,0,1,9,0,20,118,71.0,17.75,40
2,0,1,17,0,28,118,22.2,5.55,53
2,0,1,4,0,387,118,252.85,63.21,56
2,0,1,4,0,376,118,252.85,63.21,60
2,0,1,4,0,365,118,252.85,63.21,67
6,1,1,16,0,82,4,49.5,29.7,57
6,1,1,16,1,39,4,69.3,41.58,37
6,1,1,16,0,11,139,99.0,59.4,48
6,1,1,16,0,43,79,39.6,23.76,60
6,1,1,16,0,29,41,0.0,5.94,58
6,1,1,16,0,110,4,69.3,41.58,29
6,1,1,16,0,10,4,29.7,17.82,31
6,1,1,16,0,17,139,29.7,17.82,48
6,1,1,16,0,20,4,108.9,65.34,53
6,1,1,16,0,6,79,19.8,11.88,39
6,1,1,16,0,4,118,9.9,5.94,50
6,1,1,16,0,2,129,0.0,5.94,35
6,1,1,16,0,64,4,59.4,35.64,46
6,1,1,16,0,4,79,29.7,17.82,58
6,1,1,16,0,10,109,59.4,35.64,29
6,1,1,16,0,12,140,59.4,35.64,45
6,1,1,16,0,14,96,99.0,59.4,27
6,1,1,16,0,30,4,49.5,29.7,31
6,1,1,16,0,33,55,79.2,47.52,37
7,1,1,1,0,11,79,20.0,0.0,36
7,1,1,1,0,7,79,20.0,0.0,30
7,1,1,1,0,18,102,22.0,0.0,36
7,1,1,1,0,3,79,20.0,0.0,55
7,1,1,1,0,13,53,31.0,0.0,36
7,1,1,1,0,9,79,20.0,0.0,35
